89,[2015],[40],[16543],1,1,"[0, 16543, 16543, [16543, 16543, 16543, 0, 16543]]","[0, 1, 0, 0, 0]",32.0
90,[2015],[40],[12882],1,1,"[0, 12882, 12882, [12882, 12882, 12882, 0, 12882]]","[0, 1, 0, 0, 0]",42.0
91,[2014],[40],[16233],1,1,"[16233, 16233, 16233, [16233, 16233, 0, 16233, 16233]]","[0, 0, 1, 0, 0]",42.0
92,[2013],[40],[16195],1,5,"[16195, 16195, 16195, [16195, 0, 16195, 16195, 16195]]","[0, 1, 3, 1, 0]",47.0
93,[2012],[40],[12046],1,2,"[12046, 12046, 12046, [0, 12046, 12046, 12046, 12046]]","[0, 0, 1, 0, 1]",52.0
94,[2014],[40],[19823],1,1,"[19823, 19823, 19823, [19823, 19823, 0, 19823, 19823]]","[0, 0, 1, 0, 0]",42.0
96,[2013],[40],[17741],1,7,"[17689, 17689, 17689, [17689, 17637, 17689, 17689, 17689]]","[0, 1, 2, 1, 3]",52.0
97,[2014],[40],[24315],1,1,"[24315, 24315, 24315, [24315, 24315, 0, 24315, 24315]]","[0, 0, 1, 0, 0]",37.0
98,[2012],[40],[17135],1,1,"[17135, 17135, 17135, [0, 17135, 17135, 17135, 17135]]","[0, 0, 0, 0, 1]",42.0
99,[2015],[40],[20630],1,2,"[0, 20630, 19413, [19413, 19413, 19413, 18196, 19413]]","[1, 1, 0, 0, 0]",37.0
101,[2014],[40],[15557],1,1,"[15557, 15557, 15557, [15557, 15557, 0, 15557, 15557]]","[0, 0, 1, 0, 0]",21.0
102,[2013],[40],[17873],1,1,"[17873, 17873, 17873, [17873, 0, 17873, 17873, 17873]]","[0, 0, 0, 1, 0]",47.0
103,[2013],[40],[13631],1,5,"[13631, 13631, 13631, [13631, 0, 13631, 13631, 13631]]","[0, 2, 0, 2, 1]",32.0
104,[2014],[40],[18419],1,7,"[18419, 18419, 18419, [18419, 18419, 0, 18419, 18419]]","[0, 0, 5, 2, 0]",47.0
105,[2014],[40],[21767],1,3,"[21767, 21767, 21767, [21767, 21767, 0, 21767, 21767]]","[0, 0, 1, 1, 1]",27.0
106,[2014],[40],[21656],1,4,"[21656, 21656, 21656, [21656, 21656, 0, 21656, 21656]]","[0, 0, 2, 1, 1]",21.0
107,[2012],[40],[14506],1,1,"[14506, 14506, 14506, [0, 14506, 14506, 14506, 14506]]","[0, 0, 0, 0, 1]",47.0
108,[2014],[40],[13876],1,1,"[13876, 13876, 13876, [13876, 13876, 0, 13876, 13876]]","[0, 0, 1, 0, 0]",27.0
110,[2015],[40],[14736],1,1,"[0, 14736, 14736, [14736, 14736, 14736, 0, 14736]]","[0, 1, 0, 0, 0]",21.0
111,[2013],[40],[13260],1,1,"[13260, 13260, 13260, [13260, 0, 13260, 13260, 13260]]","[0, 0, 0, 1, 0]",32.0
113,[2015],[40],[17784],1,1,"[0, 17784, 17784, [17784, 17784, 17784, 0, 17784]]","[0, 1, 0, 0, 0]",37.0
114,[2012],[40],[15544],1,14,"[15544, 15544, 15544, [0, 15544, 15544, 15544, 15544]]","[0, 1, 1, 6, 6]",42.0
115,[2015],[40],[19913],1,1,"[0, 19913, 19913, [19913, 19913, 19913, 0, 19913]]","[0, 1, 0, 0, 0]",37.0
116,[2013],[40],[15338],1,1,"[15338, 15338, 15338, [15338, 0, 15338, 15338, 15338]]","[0, 0, 0, 1, 0]",57.0
117,[2015],[40],[20450],1,4,"[0, 20450, 20450, [20450, 20450, 20450, 0, 20450]]","[2, 1, 0, 1, 0]",42.0
120,[2014],[40],[23828],1,3,"[23828, 23828, 23828, [23828, 23828, 0, 23828, 23828]]","[1, 0, 2, 0, 0]",32.0
121,[2013],[40],[15983],1,6,"[15983, 15983, 15983, [15983, 0, 15983, 15983, 15983]]","[1, 0, 2, 1, 2]",32.0
122,[2013],[40],[14599],1,6,"[14599, 14599, 14599, [14599, 0, 14599, 14599, 14599]]","[0, 1, 0, 4, 1]",32.0
123,[2013],[40],[16434],1,1,"[16434, 16434, 16434, [16434, 0, 16434, 16434, 16434]]","[0, 0, 0, 1, 0]",47.0
124,[2015],[40],[14871],1,2,"[0, 14871, 14871, [14871, 14871, 14871, 0, 14871]]","[0, 2, 0, 0, 0]",47.0
125,[2013],[40],[13141],1,2,"[13141, 13141, 13141, [13141, 0, 13141, 13141, 13141]]","[0, 0, 0, 2, 0]",37.0
126,[2013],[40],[14530],1,1,"[14530, 14530, 14530, [14530, 0, 14530, 14530, 14530]]","[0, 0, 0, 1, 0]",32.0
127,"[2014, 2013]","[40, 40]","[16794, 15712]",2,2,"[16253, 16253, 16253, [16253, 16794, 15712, 16253, 16253]]","[0, 0, 1, 1, 0]",57.0
128,[2013],[40],[15812],1,3,"[15812, 15812, 15812, [15812, 0, 15812, 15812, 15812]]","[0, 0, 0, 1, 2]",21.0
129,[2015],[40],[14643],1,5,"[0, 14643, 14643, [14643, 14643, 14643, 0, 14643]]","[1, 2, 1, 0, 1]",47.0
130,[2012],[40],[12437],1,1,"[12437, 12437, 12437, [0, 12437, 12437, 12437, 12437]]","[0, 0, 0, 0, 1]",32.0
131,[2013],[40],[15975],1,1,"[15975, 15975, 15975, [15975, 0, 15975, 15975, 15975]]","[0, 0, 0, 1, 0]",32.0
132,[2013],[40],[16783],1,16,"[16783, 16783, 16783, [16783, 0, 16783, 16783, 16783]]","[2, 1, 4, 4, 5]",52.0
133,[2013],[40],[13991],1,1,"[13991, 13991, 13991, [13991, 0, 13991, 13991, 13991]]","[0, 0, 0, 1, 0]",27.0
134,[2013],[40],[13921],1,1,"[13921, 13921, 13921, [13921, 0, 13921, 13921, 13921]]","[0, 0, 0, 1, 0]",52.0
137,[2013],[40],[15069],1,11,"[15069, 15069, 15069, [15069, 0, 15069, 15069, 15069]]","[2, 3, 2, 2, 2]",37.0
138,[2015],[40],[21384],1,1,"[0, 21384, 21384, [21384, 21384, 21384, 0, 21384]]","[0, 1, 0, 0, 0]",42.0
139,[2015],[40],[19191],1,1,"[0, 19191, 19191, [19191, 19191, 19191, 0, 19191]]","[0, 1, 0, 0, 0]",62.0
140,"[2015, 2014, 2013, 2012]","[40, 40, 40, 40]","[16381, 17002, 13813, 14879]",4,9,"[15231, 15518, 15518, [15732, 16087, 15024, 15231, 15518]]","[0, 1, 1, 5, 2]",42.0
141,[2012],[40],[15511],1,2,"[15511, 15511, 15511, [0, 15511, 15511, 15511, 15511]]","[0, 0, 0, 0, 2]",47.0
142,[2014],[40],[18485],1,3,"[18485, 18485, 18485, [18485, 18485, 0, 18485, 18485]]","[0, 0, 2, 1, 0]",37.0
143,[2015],[40],[13760],1,1,"[0, 13760, 13760, [13760, 13760, 13760, 0, 13760]]","[0, 1, 0, 0, 0]",21.0
144,[2015],[40],[18560],1,1,"[0, 18560, 18560, [18560, 18560, 18560, 0, 18560]]","[0, 1, 0, 0, 0]",37.0
145,[2014],[40],[17679],1,7,"[14156, 14156, 14156, [14156, 14156, 12394, 14156, 14156]]","[0, 0, 2, 2, 3]",32.0
147,[2015],[40],[14753],1,1,"[0, 14753, 14753, [14753, 14753, 14753, 0, 14753]]","[0, 1, 0, 0, 0]",21.0
148,[2015],[40],[17874],1,3,"[0, 17874, 17874, [17874, 17874, 17874, 0, 17874]]","[0, 1, 1, 1, 0]",52.0
149,[2012],[40],[10743],1,1,"[10743, 10743, 10743, [0, 10743, 10743, 10743, 10743]]","[0, 0, 0, 0, 1]",42.0
152,[2015],[40],[13116],1,2,"[0, 13116, 13116, [13116, 13116, 13116, 0, 13116]]","[0, 1, 1, 0, 0]",21.0
153,[2014],[40],[20422],1,2,"[20422, 20422, 20422, [20422, 20422, 0, 20422, 20422]]","[0, 1, 1, 0, 0]",47.0
154,[2015],[40],[21650],1,2,"[0, 21650, 21650, [21650, 21650, 21650, 0, 21650]]","[1, 1, 0, 0, 0]",32.0
155,[2015],[40],[15521],1,1,"[0, 15521, 15521, [15521, 15521, 15521, 0, 15521]]","[0, 1, 0, 0, 0]",27.0
157,"[2013, 2012]","[40, 40]","[13176, 11994]",2,18,"[12585, 12585, 12585, [13176, 11994, 12585, 12585, 12585]]","[1, 1, 5, 7, 4]",47.0
159,[2013],[40],[21364],1,1,"[21364, 21364, 21364, [21364, 0, 21364, 21364, 21364]]","[0, 0, 0, 1, 0]",27.0
160,[2012],[40],[8323],1,1,"[8323, 8323, 8323, [0, 8323, 8323, 8323, 8323]]","[0, 0, 0, 0, 1]",32.0
161,[2014],[40],[14970],1,2,"[14970, 14970, 14970, [14970, 14970, 0, 14970, 14970]]","[0, 1, 1, 0, 0]",27.0
162,"[2013, 2012]","[40, 40]","[16643, 16290]",2,5,"[16466, 16466, 16466, [16643, 16290, 16466, 16466, 16466]]","[0, 1, 0, 2, 2]",37.0
163,[2015],[40],[-1],1,1,"[0, -1, -1, [-1, -1, -1, 0, -1]]","[0, 1, 0, 0, 0]",42.0
165,[2014],[40],[16424],1,2,"[16424, 16424, 16424, [16424, 16424, 0, 16424, 16424]]","[0, 0, 2, 0, 0]",32.0
166,[2015],[40],[14532],1,1,"[0, 14532, 14532, [14532, 14532, 14532, 0, 14532]]","[0, 1, 0, 0, 0]",42.0
167,[2014],[40],[23355],1,1,"[23355, 23355, 23355, [23355, 23355, 0, 23355, 23355]]","[0, 0, 1, 0, 0]",62.0
168,[2012],[40],[16351],1,3,"[16351, 16351, 16351, [0, 16351, 16351, 16351, 16351]]","[0, 0, 1, 0, 2]",42.0
169,[2013],[40],[13593],1,1,"[13593, 13593, 13593, [13593, 0, 13593, 13593, 13593]]","[0, 0, 0, 1, 0]",27.0
170,[2012],[40],[14269],1,8,"[14269, 14269, 14269, [0, 14269, 14269, 14269, 14269]]","[1, 0, 2, 1, 4]",32.0
171,[2013],[40],[15335],1,3,"[15335, 15335, 15335, [15335, 0, 15335, 15335, 15335]]","[0, 0, 0, 2, 1]",52.0
172,[2013],[40],[10675],1,16,"[10675, 10675, 10675, [10675, 0, 10675, 10675, 10675]]","[0, 0, 0, 7, 9]",37.0
173,[2014],[40],[17448],1,1,"[17448, 17448, 17448, [17448, 17448, 0, 17448, 17448]]","[0, 0, 1, 0, 0]",42.0
174,[2015],[40],[24045],1,1,"[0, 24045, 24045, [24045, 24045, 24045, 0, 24045]]","[0, 1, 0, 0, 0]",47.0
175,[2015],[40],[23328],1,1,"[0, 23328, 23328, [23328, 23328, 23328, 0, 23328]]","[0, 1, 0, 0, 0]",27.0
176,"[2015, 2014]","[40, 40]","[14565, 16622]",2,2,"[16622, 15593, 15593, [15593, 15593, 14565, 16622, 15593]]","[0, 1, 1, 0, 0]",42.0
181,[2014],[40],[17386],1,7,"[17386, 17386, 17386, [17386, 17386, 0, 17386, 17386]]","[0, 0, 3, 3, 1]",47.0
182,[2015],[40],[14905],1,1,"[0, 14905, 14905, [14905, 14905, 14905, 0, 14905]]","[0, 1, 0, 0, 0]",52.0
183,[2014],[40],[20160],1,1,"[20160, 20160, 20160, [20160, 20160, 0, 20160, 20160]]","[0, 0, 1, 0, 0]",67.0
184,[2015],[40],[16369],1,1,"[0, 16369, 16369, [16369, 16369, 16369, 0, 16369]]","[0, 1, 0, 0, 0]",27.0
185,"[2015, 2012]","[40, 40]","[17713, 15044]",2,8,"[15464, 16214, 16214, [16799, 16214, 16214, 15464, 16214]]","[0, 1, 0, 6, 1]",42.0
187,[2013],[40],[-1],1,4,"[-1, -1, -1, [-1, 0, -1, -1, -1]]","[0, 0, 0, 1, 3]",47.0
188,[2015],[40],[22544],1,1,"[0, 22544, 22544, [22544, 22544, 22544, 0, 22544]]","[0, 1, 0, 0, 0]",21.0
189,"[2015, 2012]","[40, 40]","[-1, 15108]",2,6,"[14891, 9927, 9927, [7336, 9927, 9927, 14891, 9927]]","[0, 1, 0, 4, 1]",57.0
190,[2014],[40],[13643],1,4,"[13643, 13643, 13643, [13643, 13643, 0, 13643, 13643]]","[1, 0, 1, 2, 0]",32.0
191,[2014],[40],[20837],1,1,"[20837, 20837, 20837, [20837, 20837, 0, 20837, 20837]]","[0, 0, 1, 0, 0]",42.0
192,[2014],[40],[17554],1,3,"[17554, 17554, 17554, [17554, 17554, 0, 17554, 17554]]","[0, 1, 2, 0, 0]",42.0
193,[2015],[40],[19333],1,3,"[16337, 17835, 17835, [17835, 17835, 17835, 16337, 17835]]","[0, 1, 1, 1, 0]",42.0
194,[2012],[40],[13983],1,4,"[13983, 13983, 13983, [0, 13983, 13983, 13983, 13983]]","[0, 0, 0, 0, 4]",27.0
195,[2015],[40],[19058],1,1,"[0, 19058, 19058, [19058, 19058, 19058, 0, 19058]]","[0, 1, 0, 0, 0]",21.0
196,[2014],[40],[18247],1,1,"[18247, 18247, 18247, [18247, 18247, 0, 18247, 18247]]","[0, 0, 1, 0, 0]",42.0
197,"[2013, 2012]","[40, 40]","[14612, 14890]",2,6,"[14751, 14751, 14751, [14612, 14890, 14751, 14751, 14751]]","[0, 0, 2, 2, 2]",37.0
198,[2013],[40],[-1],1,6,"[-1, -1, -1, [-1, 0, -1, -1, -1]]","[0, 1, 2, 2, 1]",42.0
199,[2013],[40],[15578],1,1,"[15578, 15578, 15578, [15578, 0, 15578, 15578, 15578]]","[0, 0, 0, 1, 0]",47.0
202,"[2014, 2013, 2012]","[40, 40, 40]","[18559, 14534, 15321]",3,11,"[16138, 16138, 16138, [16546, 16940, 14927, 16138, 16138]]","[2, 1, 3, 2, 3]",52.0
204,[2015],[40],[22041],1,1,"[0, 22041, 22041, [22041, 22041, 22041, 0, 22041]]","[0, 1, 0, 0, 0]",42.0
205,"[2014, 2013]","[40, 40]","[11813, 11204]",2,5,"[11508, 11508, 11508, [11508, 11813, 11204, 11508, 11508]]","[1, 0, 2, 2, 0]",42.0
206,[2013],[40],[14256],1,2,"[14990, 14990, 14990, [14990, 15724, 14990, 14990, 14990]]","[0, 0, 0, 2, 0]",52.0
207,"[2014, 2012]","[40, 40]","[13550, -1]",2,17,"[9850, 9850, 9850, [14775, 9850, 8000, 9850, 9850]]","[2, 3, 4, 3, 5]",47.0
208,[2014],[40],[15655],1,2,"[15655, 15655, 15655, [15655, 15655, 0, 15655, 15655]]","[0, 0, 2, 0, 0]",37.0
210,[2013],[40],[15216],1,2,"[15216, 15216, 15216, [15216, 0, 15216, 15216, 15216]]","[0, 0, 0, 1, 1]",37.0
212,[2012],[40],[14436],1,4,"[14436, 14436, 14436, [0, 14436, 14436, 14436, 14436]]","[0, 0, 1, 2, 1]",42.0
213,[2015],[40],[17537],1,1,"[0, 17537, 17537, [17537, 17537, 17537, 0, 17537]]","[0, 1, 0, 0, 0]",32.0
214,[2013],[40],[15295],1,3,"[15295, 15295, 15295, [15295, 0, 15295, 15295, 15295]]","[0, 0, 0, 2, 1]",27.0
215,"[2015, 2012]","[40, 40]","[19869, 15215]",2,2,"[15215, 17542, 17542, [19869, 17542, 17542, 15215, 17542]]","[0, 1, 0, 0, 1]",52.0
216,[2014],[40],[22830],1,1,"[22830, 22830, 22830, [22830, 22830, 0, 22830, 22830]]","[0, 0, 1, 0, 0]",21.0
217,[2015],[40],[19699],1,6,"[0, 19699, 19699, [19699, 19699, 19699, 0, 19699]]","[0, 2, 2, 1, 1]",32.0
218,[2014],[40],[20255],1,1,"[20255, 20255, 20255, [20255, 20255, 0, 20255, 20255]]","[0, 0, 1, 0, 0]",37.0
220,[2014],[40],[18619],1,1,"[18619, 18619, 18619, [18619, 18619, 0, 18619, 18619]]","[0, 0, 1, 0, 0]",27.0
221,"[2015, 2014, 2013]","[40, 40, 40]","[22886, 20774, 18548]",3,4,"[19661, 20736, 20736, [20736, 21830, 20717, 19661, 20736]]","[0, 1, 2, 1, 0]",42.0
222,[2012],[40],[16959],1,2,"[16959, 16959, 16959, [0, 16959, 16959, 16959, 16959]]","[0, 0, 0, 1, 1]",37.0
223,[2013],[40],[11663],1,1,"[11663, 11663, 11663, [11663, 0, 11663, 11663, 11663]]","[0, 0, 0, 1, 0]",32.0
224,[2014],[40],[16822],1,2,"[16822, 16822, 16822, [16822, 16822, 0, 16822, 16822]]","[0, 1, 1, 0, 0]",42.0
225,[2012],[40],[16667],1,1,"[16667, 16667, 16667, [0, 16667, 16667, 16667, 16667]]","[0, 0, 0, 0, 1]",47.0
226,[2015],[40],[19693],1,1,"[0, 19693, 19693, [19693, 19693, 19693, 0, 19693]]","[0, 1, 0, 0, 0]",47.0
228,[2013],[40],[14267],1,2,"[14267, 14267, 14267, [14267, 0, 14267, 14267, 14267]]","[0, 0, 0, 2, 0]",27.0
229,[2014],[40],[19549],1,7,"[19549, 19549, 19549, [19549, 19549, 0, 19549, 19549]]","[0, 0, 3, 3, 1]",37.0
230,[2015],[40],[17315],1,1,"[0, 17315, 17315, [17315, 17315, 17315, 0, 17315]]","[0, 1, 0, 0, 0]",27.0
231,[2012],[40],[13620],1,6,"[13620, 13620, 13620, [0, 13620, 13620, 13620, 13620]]","[0, 0, 0, 0, 6]",21.0
