269,['2015'],['40'],['03:30:40'],M25-29,1,03:30:40,1
270,['2015'],['40'],['04:17:30'],M45-49,3,4:20:41,6
271,['2015'],['20'],['03:53:40'],M30-34,1,03:53:40,1
272,['2015'],['40'],['04:01:01'],M30-34,1,04:01:01,2
273,['2015'],['20'],['02:21:04'],M55-59,1,02:21:04,2
274,['2015'],['40'],['04:04:26'],M18-24,2,4:10:48,3
277,['2015'],['40'],['05:05:46'],M50-54,1,05:05:46,1
278,['2015'],['40'],['03:18:08'],M35-39,1,03:18:08,1
279,['2015'],['20'],['01:34:21'],M40-44,1,01:34:21,1
281,['2015'],['40'],['04:22:17'],M30-34,1,04:22:17,1
283,['2015'],['40'],['05:00:52'],M18-24,1,05:00:52,1
284,['2015'],['40'],['04:57:36'],F35-39,3,4:36:49,3
287,['2015'],['40'],['03:30:51'],M40-44,1,03:30:51,1
290,['2015'],['40'],['04:44:13'],M55-59,1,04:44:13,2
291,['2015'],['40'],['04:40:07'],M50-54,1,04:40:07,6
292,['2015'],['10'],['01:01:25'],M60-64,1,01:01:25,1
297,['2015'],['20'],['02:41:28'],M25-29,1,02:41:28,1
298,['2015'],['40'],['04:22:57'],M35-39,1,04:22:57,1
299,['2015'],['40'],['05:13:10'],F50-54,2,5:48:4,3
300,['2015'],['20'],['02:53:14'],M25-29,1,02:53:14,1
303,['2015'],['40'],['05:01:17'],M50-54,1,05:01:17,2
306,['2015'],['40'],['04:36:43'],M35-39,1,04:36:43,1
308,['2015'],['40'],['04:36:40'],M35-39,1,04:36:40,1
309,['2015'],['40'],['04:12:50'],M35-39,1,04:12:50,1
311,['2015'],['1'],['00:09:04'],M18-24,1,00:09:04,1
313,['2015'],['40'],['06:11:31'],M40-44,1,06:11:31,1
314,['2015'],['40'],['03:11:35'],M40-44,1,03:11:35,1
316,['2015'],['40'],['05:28:35'],M40-44,2,4:52:1,2
318,['2015'],['40'],['04:47:32'],M35-39,1,04:47:32,1
319,['2015'],['40'],['03:25:42'],M40-44,3,3:25:23,5
320,['2015'],['40'],['04:14:52'],M35-39,1,04:14:52,1
324,['2015'],['20'],['02:41:52'],F18-24,1,02:41:52,1
325,['2015'],['10'],['01:07:13'],M35-39,1,01:07:13,1
326,['2015'],['40'],['05:57:59'],M40-44,1,05:57:59,1
330,['2015'],['40'],['04:46:27'],M18-24,1,04:46:27,1
335,['2015'],['40'],['05:03:38'],M40-44,4,4:21:40,6
337,['2015'],['40'],['03:19:19'],M40-44,3,3:30:29,3
338,['2015'],['20'],['02:06:19'],M55-59,1,02:06:19,1
339,['2015'],['40'],['04:20:32'],M30-34,1,04:20:32,1
341,['2015'],['40'],['03:49:04'],F35-39,2,4:0:57,2
346,['2015'],['40'],['04:54:42'],M25-29,1,04:54:42,1
348,['2015'],['20'],['02:27:17'],F18-24,3,5:45:12,4
351,['2015'],['20'],['02:14:53'],M25-29,1,02:14:53,1
353,['2015'],['40'],['07:38:39'],F18-24,2,7:5:23,6
355,['2015'],['40'],['04:56:59'],M45-49,3,4:32:28,4
356,['2015'],['40'],['04:51:05'],M35-39,1,04:51:05,1
359,['2015'],['20'],['01:36:36'],M35-39,4,3:54:16,10
360,['2015'],['40'],['04:52:56'],M30-34,1,04:52:56,1
361,['2015'],['10'],['01:01:06'],M30-34,1,01:01:06,1
362,['2015'],['40'],['04:34:36'],M25-29,1,04:34:36,1
365,['2015'],['20'],['03:21:23'],M18-24,1,03:21:23,1
366,['2015'],['5'],['01:00:46'],F45-49,1,01:00:46,1
369,['2015'],['40'],['03:59:12'],M30-34,1,03:59:12,1
371,['2015'],['20'],['01:51:54'],M45-49,2,3:54:18,4
373,['2015'],['40'],['05:21:41'],F55-59,1,05:21:41,1
374,['2015'],['20'],['01:42:32'],M40-44,1,01:42:32,2
379,['2015'],['40'],['05:58:35'],M55-59,3,5:3:18,10
380,['2015'],['40'],['06:33:46'],M30-34,1,06:33:46,1
381,['2015'],['40'],['04:53:15'],M35-39,1,04:53:15,2
382,['2015'],['40'],['05:26:17'],M45-49,1,05:26:17,1
384,['2015'],['20'],['01:17:37'],M50-54,2,2:47:28,82
386,['2015'],['20'],['02:10:52'],M18-24,1,02:10:52,1
390,['2015'],['20'],['02:13:34'],M40-44,1,02:13:34,1
391,['2015'],['40'],['-1'],M30-34,1,-1,1
392,['2015'],['20'],['01:37:59'],M35-39,1,01:37:59,1
393,['2015'],['40'],['03:51:54'],F40-44,1,03:51:54,2
394,['2015'],['40'],['04:00:02'],M65-69,1,04:00:02,12
395,['2015'],['20'],['03:30:32'],F40-44,1,03:30:32,1
396,['2015'],['40'],['03:19:28'],M45-49,1,03:19:28,1
397,['2015'],['40'],['04:09:03'],F40-44,1,04:09:03,1
399,['2015'],['40'],['04:55:13'],F30-34,1,04:55:13,2
400,['2015'],['40'],['05:52:37'],M50-54,1,05:52:37,1
402,['2015'],['20'],['01:25:14'],M25-29,1,01:25:14,3
403,['2015'],['40'],['04:27:38'],M35-39,1,04:27:38,2
406,['2015'],['40'],['06:00:13'],M35-39,1,06:00:13,1
411,['2015'],['40'],['04:40:26'],M40-44,1,04:40:26,2
412,['2015'],['40'],['04:12:31'],F45-49,2,5:50:17,3
413,['2015'],['40'],['06:25:56'],M40-44,1,06:25:56,1
414,['2015'],['40'],['03:59:15'],M45-49,2,3:52:6,2
425,['2015'],['40'],['05:27:03'],M60-64,4,4:47:26,4
427,['2015'],['20'],['01:45:50'],M25-29,1,01:45:50,2
429,['2015'],['10'],['01:10:16'],F45-49,1,01:10:16,1
435,['2015'],['40'],['03:59:40'],M45-49,1,03:59:40,1
436,['2015'],['40'],['04:07:37'],M55-59,1,04:07:37,1
439,['2015'],['40'],['05:24:59'],F15-17,1,05:24:59,2
444,['2015'],['40'],['04:01:25'],M45-49,1,04:01:25,1
448,['2015'],['40'],['04:10:13'],M45-49,1,04:10:13,1
451,['2015'],['40'],['03:46:19'],M18-24,2,3:40:58,3
454,['2015'],['40'],['03:35:13'],M35-39,1,03:35:13,1
456,['2015'],['40'],['03:36:42'],M30-34,3,3:24:48,4
457,['2015'],['40'],['04:10:31'],F30-34,1,04:10:31,1
458,['2015'],['20'],['03:55:28'],M65-69,1,03:55:28,1
467,['2015'],['40'],['03:18:11'],M35-39,1,03:18:11,1
469,['2015'],['40'],['03:15:19'],M25-29,1,03:15:19,2
471,['2015'],['20'],['02:18:31'],M40-44,1,02:18:31,1
475,['2015'],['40'],['04:17:32'],M55-59,1,04:17:32,6
478,['2015'],['40'],['04:40:38'],M35-39,2,5:4:27,3
479,['2015'],['40'],['03:29:19'],M35-39,1,03:29:19,1
485,['2015'],['40'],['05:41:26'],F30-34,1,05:41:26,1
487,['2015'],['20'],['02:03:57'],F50-54,2,3:49:19,2
488,['2015'],['40'],['03:56:31'],M30-34,1,03:56:31,1
490,['2015'],['40'],['02:45:25'],M30-34,3,3:3:56,3
491,['2015'],['40'],['05:19:52'],M30-34,1,05:19:52,1
493,['2015'],['40'],['04:16:56'],F30-34,1,04:16:56,1
494,['2015'],['40'],['05:09:14'],M45-49,1,05:09:14,3
496,['2015'],['20'],['01:39:45'],M50-54,1,01:39:45,2
502,['2015'],['20'],['02:00:02'],F25-29,1,02:00:02,2
504,['2015'],['10'],['01:00:56'],F40-44,1,01:00:56,1
508,['2015'],['40'],['03:24:22'],M45-49,1,03:24:22,1
509,['2015'],['20'],['02:15:37'],M30-34,1,02:15:37,1
511,['2015'],['20'],['01:54:01'],M45-49,1,01:54:01,1
514,['2015'],['20'],['02:08:02'],M35-39,2,5:3:9,2
515,['2015'],['5'],['00:37:10'],M50-54,4,4:58:29,12
518,['2015'],['40'],['04:37:51'],M50-54,1,04:37:51,2
519,['2015'],['5'],['00:25:53'],M35-39,1,00:25:53,1
520,['2015'],['40'],['04:05:50'],M18-24,1,04:05:50,1
523,['2015'],['40'],['04:13:38'],M35-39,2,4:33:21,2
524,['2015'],['40'],['04:34:12'],M35-39,1,04:34:12,1
525,['2015'],['40'],['04:30:25'],M25-29,1,04:30:25,1
526,['2015'],['20'],['01:30:07'],M30-34,1,01:30:07,2
534,['2015'],['40'],['04:19:29'],M18-24,1,04:19:29,1
535,['2015'],['40'],['04:53:45'],F35-39,1,04:53:45,1
536,['2015'],['40'],['05:55:49'],F30-34,1,05:55:49,3
537,['2015'],['40'],['05:00:44'],M18-24,1,05:00:44,1
538,['2015'],['40'],['05:20:59'],M50-54,1,05:20:59,1
539,['2015'],['40'],['03:28:51'],M35-39,1,03:28:51,3
540,['2015'],['40'],['04:55:58'],F30-34,1,04:55:58,2
542,['2015'],['40'],['06:25:53'],F45-49,1,06:25:53,1
544,['2015'],['40'],['03:58:57'],F40-44,1,03:58:57,1
547,['2015'],['10'],['01:03:03'],F18-24,1,01:03:03,1
552,['2015'],['20'],['01:36:28'],M55-59,1,01:36:28,1
553,['2015'],['40'],['05:15:09'],M18-24,1,05:15:09,1
556,['2015'],['40'],['05:00:26'],M40-44,1,05:00:26,1
558,['2015'],['20'],['02:16:50'],M45-49,2,7:28:4,2
559,['2015'],['20'],['02:40:16'],F45-49,1,02:40:16,2
560,['2015'],['40'],['04:10:07'],M35-39,1,04:10:07,1
565,['2015'],['20'],['02:26:39'],M50-54,1,02:26:39,1
566,['2015'],['1'],['00:10:22'],M40-44,1,00:10:22,1
567,['2015'],['40'],['04:46:57'],M18-24,1,04:46:57,1
570,['2015'],['40'],['05:22:38'],M18-24,1,05:22:38,1
573,['2015'],['40'],['04:59:02'],M45-49,1,04:59:02,5
574,['2015'],['40'],['04:27:31'],M30-34,1,04:27:31,2
575,['2015'],['40'],['03:29:38'],M40-44,1,03:29:38,1
577,['2015'],['40'],['04:18:24'],M50-54,4,4:0:23,16
578,['2015'],['40'],['04:35:14'],M30-34,1,04:35:14,1
580,['2015'],['40'],['03:51:56'],M55-59,1,03:51:56,5
584,['2015'],['40'],['04:19:45'],M30-34,1,04:19:45,1
585,['2015'],['40'],['03:42:13'],M55-59,1,03:42:13,1
587,['2015'],['40'],['04:30:23'],M35-39,1,04:30:23,1
591,['2015'],['40'],['03:58:05'],M18-24,1,03:58:05,3
593,['2015'],['20'],['01:30:54'],M25-29,2,4:44:41,4
598,['2015'],['40'],['05:44:36'],M40-44,1,05:44:36,1
600,['2015'],['20'],['01:37:54'],M45-49,2,4:2:2,5
601,['2015'],['40'],['04:55:07'],F30-34,1,04:55:07,2
602,['2015'],['40'],['04:44:52'],F35-39,1,04:44:52,1
604,['2015'],['40'],['06:50:08'],M25-29,1,06:50:08,2
605,['2015'],['10'],['01:50:51'],F45-49,1,01:50:51,1
607,['2015'],['40'],['04:25:56'],M25-29,1,04:25:56,1
608,['2015'],['40'],['05:10:11'],F50-54,1,05:10:11,1
612,['2015'],['40'],['04:09:18'],M45-49,1,04:09:18,1
614,['2015'],['40'],['04:59:52'],M18-24,1,04:59:52,1
616,['2015'],['40'],['05:43:59'],M35-39,1,05:43:59,1
617,['2015'],['20'],['03:12:05'],M40-44,1,03:12:05,1
618,['2015'],['40'],['04:10:23'],M45-49,1,04:10:23,2
621,['2015'],['20'],['02:46:49'],F50-54,1,02:46:49,3
623,['2015'],['40'],['03:41:56'],M18-24,1,03:41:56,1
625,['2015'],['40'],['03:38:25'],M30-34,1,03:38:25,1
627,['2015'],['40'],['06:10:48'],F50-54,1,06:10:48,1
630,['2015'],['40'],['04:47:54'],M40-44,1,04:47:54,3
633,['2015'],['40'],['05:59:42'],M40-44,1,05:59:42,1
635,['2015'],['40'],['05:32:21'],M50-54,3,5:6:59,5
638,['2015'],['40'],['03:34:29'],M45-49,3,4:7:3,7
639,['2015'],['20'],['01:46:28'],M35-39,1,01:46:28,2
640,['2015'],['5'],['01:05:20'],M60-64,1,01:05:20,1
641,['2015'],['40'],['03:53:32'],M40-44,1,03:53:32,1
643,['2015'],['20'],['03:32:28'],M45-49,1,03:32:28,1
644,['2015'],['40'],['04:08:33'],M50-54,1,04:08:33,1
646,['2015'],['20'],['02:30:17'],F25-29,1,02:30:17,1
647,['2015'],['40'],['05:05:26'],M40-44,1,05:05:26,1
652,['2015'],['20'],['02:16:04'],M55-59,1,02:16:04,1
653,['2015'],['20'],['01:33:16'],M35-39,3,3:36:0,11
656,['2015'],['40'],['03:34:05'],M40-44,1,03:34:05,2
663,['2015'],['10'],['00:58:41'],F35-39,1,00:58:41,1
664,['2015'],['20'],['02:26:12'],F35-39,3,4:47:17,3
667,['2015'],['20'],['03:16:32'],F50-54,2,7:40:6,9
670,['2015'],['40'],['04:18:37'],M55-59,1,04:18:37,2
673,['2015'],['40'],['03:41:56'],M45-49,3,3:40:20,5
675,['2015'],['40'],['03:54:46'],M30-34,1,03:54:46,1
678,['2015'],['40'],['04:50:12'],M45-49,1,04:50:12,1
681,['2015'],['40'],['04:31:56'],F45-49,2,6:27:56,6
682,['2015'],['40'],['04:48:03'],F45-49,1,04:48:03,1
683,['2015'],['40'],['04:27:49'],M40-44,1,04:27:49,1
685,['2015'],['40'],['04:33:10'],F18-24,1,04:33:10,1
686,['2015'],['40'],['04:27:51'],M40-44,1,04:27:51,1
688,['2015'],['40'],['03:45:21'],M55-59,1,03:45:21,1
693,['2015'],['40'],['04:04:30'],M45-49,1,04:04:30,1
695,['2015'],['40'],['03:29:24'],M25-29,1,03:29:24,1
696,['2015'],['40'],['05:52:58'],M25-29,1,05:52:58,1
697,['2015'],['5'],['00:42:46'],F30-34,1,00:42:46,1
698,['2015'],['40'],['03:14:04'],M35-39,1,03:14:04,1
700,['2015'],['1'],['00:05:52'],M45-49,1,00:05:52,2
701,['2015'],['40'],['03:50:30'],M30-34,1,03:50:30,2
702,['2015'],['40'],['04:45:16'],M30-34,1,04:45:16,2
703,['2015'],['20'],['02:20:33'],F25-29,1,02:20:33,1
707,['2015'],['20'],['02:21:49'],M35-39,1,02:21:49,1
708,['2015'],['20'],['02:26:07'],M40-44,3,3:57:47,8
709,['2015'],['40'],['04:08:51'],M35-39,1,04:08:51,2
713,['2015'],['10'],['01:03:10'],M40-44,1,01:03:10,1
715,['2015'],['40'],['03:53:10'],M18-24,1,03:53:10,1
716,['2015'],['10'],['00:45:46'],M30-34,2,4:2:34,2
717,['2015'],['40'],['04:29:25'],M50-54,1,04:29:25,1
719,['2015'],['40'],['04:08:29'],M45-49,1,04:08:29,3
723,['2015'],['40'],['04:19:14'],M50-54,1,04:19:14,1
725,['2015'],['20'],['01:56:27'],M50-54,1,01:56:27,1
728,['2015'],['40'],['03:50:35'],M40-44,1,03:50:35,1
729,['2015'],['40'],['04:00:45'],M35-39,1,04:00:45,1
730,['2015'],['40'],['03:55:58'],M50-54,1,03:55:58,1
732,['2015'],['20'],['02:15:35'],M45-49,1,02:15:35,1
735,['2015'],['40'],['03:32:47'],M35-39,1,03:32:47,1
739,['2015'],['20'],['02:49:04'],M25-29,1,02:49:04,1
740,['2015'],['40'],['04:28:01'],M40-44,3,3:49:27,5
742,['2015'],['5'],['01:06:21'],F35-39,1,01:06:21,1
743,['2015'],['20'],['02:53:20'],M50-54,1,02:53:20,1
745,['2015'],['40'],['05:00:43'],M40-44,3,5:45:4,3
746,['2015'],['40'],['05:11:19'],M30-34,1,05:11:19,1
747,['2015'],['40'],['04:06:58'],M25-29,1,04:06:58,1
750,['2015'],['20'],['02:23:34'],F25-29,1,02:23:34,1
753,['2015'],['20'],['01:39:39'],M45-49,1,01:39:39,4
754,['2015'],['40'],['04:56:33'],M40-44,2,4:20:53,9
756,['2015'],['5'],['00:45:19'],F35-39,1,00:45:19,1
759,['2015'],['40'],['03:35:00'],M40-44,1,03:35:00,1
760,['2015'],['40'],['04:33:33'],M55-59,1,04:33:33,1
762,['2015'],['20'],['02:22:34'],M35-39,1,02:22:34,1
764,['2015'],['40'],['04:06:44'],M45-49,1,04:06:44,1
766,['2015'],['40'],['05:06:06'],F30-34,1,05:06:06,2
768,['2015'],['40'],['-1'],,1,-1,1
769,['2015'],['20'],['02:24:33'],M35-39,1,02:24:33,1
774,['2015'],['40'],['06:28:53'],M60-64,1,06:28:53,1
778,['2015'],['40'],['03:20:32'],M40-44,1,03:20:32,1
779,['2015'],['40'],['04:31:02'],M18-24,1,04:31:02,2
780,['2015'],['40'],['06:03:19'],M45-49,1,06:03:19,2
782,['2015'],['40'],['04:48:58'],F25-29,1,04:48:58,1
784,['2015'],['5'],['00:43:59'],M50-54,1,00:43:59,1
785,['2015'],['40'],['04:52:42'],F35-39,1,04:52:42,1
786,['2015'],['40'],['05:41:14'],M30-34,1,05:41:14,3
789,['2015'],['40'],['05:07:45'],M25-29,1,05:07:45,1
790,['2015'],['40'],['04:41:17'],M55-59,3,5:8:37,5
795,['2015'],['40'],['04:06:50'],M35-39,3,4:6:2,9
796,['2015'],['20'],['02:21:26'],M55-59,1,02:21:26,1
800,['2015'],['40'],['03:37:16'],M35-39,1,03:37:16,2
802,['2015'],['40'],['05:29:07'],F45-49,1,05:29:07,1
803,['2015'],['20'],['01:39:20'],F50-54,2,3:35:18,6
805,['2015'],['40'],['03:32:31'],F35-39,2,3:51:34,9
807,['2015'],['40'],['05:43:36'],F35-39,1,05:43:36,3
812,['2015'],['40'],['04:15:00'],M45-49,1,04:15:00,1
816,['2015'],['40'],['04:50:45'],M40-44,1,04:50:45,1
817,['2015'],['5'],['00:39:08'],M18-24,1,00:39:08,2
826,['2015'],['40'],['02:59:52'],M30-34,1,02:59:52,1
827,['2015'],['40'],['03:49:05'],M50-54,1,03:49:05,1
830,['2015'],['40'],['03:52:53'],M40-44,1,03:52:53,1
831,['2015'],['40'],['05:36:29'],F18-24,1,05:36:29,1
834,['2015'],['40'],['05:55:31'],M55-59,2,4:38:8,3
836,['2015'],['40'],['04:36:22'],M25-29,1,04:36:22,1
838,['2015'],['40'],['03:57:13'],M25-29,1,03:57:13,1
839,['2015'],['40'],['04:48:36'],F25-29,1,04:48:36,1
841,['2015'],['10'],['00:55:18'],M50-54,5,4:7:35,5
842,['2015'],['20'],['01:29:07'],M30-34,1,01:29:07,1
843,['2015'],['20'],['01:58:55'],M40-44,2,01:58:55,2
844,['2015'],['40'],['05:01:23'],M25-29,2,4:29:53,2
845,['2015'],['20'],['02:19:49'],M30-34,1,02:19:49,1
853,['2015'],['40'],['05:10:16'],M18-24,1,05:10:16,1
857,['2015'],['40'],['05:22:01'],M35-39,3,5:37:53,4
859,['2015'],['40'],['05:24:08'],M55-59,1,05:24:08,1
860,['2015'],['40'],['04:26:27'],M18-24,1,04:26:27,1
866,['2015'],['40'],['03:38:53'],M18-24,1,03:38:53,1
868,['2015'],['40'],['05:48:01'],M45-49,1,05:48:01,1
869,['2015'],['40'],['-1'],M18-24,1,-1,1
871,['2015'],['40'],['05:09:39'],F25-29,1,05:09:39,1
873,['2015'],['40'],['03:37:08'],F45-49,1,03:37:08,4
877,['2015'],['40'],['05:01:06'],M25-29,1,05:01:06,1
879,['2015'],['40'],['-1'],M30-34,1,-1,1
880,['2015'],['40'],['03:49:45'],M40-44,1,03:49:45,1
881,['2015'],['40'],['04:18:25'],F50-54,1,04:18:25,1
883,['2015'],['40'],['05:44:18'],F35-39,2,5:8:44,3
887,['2015'],['40'],['03:59:26'],M35-39,1,03:59:26,1
