31,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:32:39,M18-24
32,2015-09-20,MarathonOasisRock'n'RolldeMontreal,10KM,00:47:22,F55-59
34,2015-10-18,ScotiabankTorontoWaterfrontMarathon,HALFMARATHON,-1,M35-39
34,2015-09-20,ArmyRun-Coursedel'Armée,1/2MARATHON-DEMI-MARATHON,01:44:01,M35-39
34,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M35-39
34,2015-04-26,BanqueScotia21KdeMontreal,DEMIMARATHON,01:43:15,M35-39
35,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:00:05,M40-44
36,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,-1,M40-44
37,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:46:16,M30-34
38,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:58:28,M40-44
38,2015-08-02,CourseMECMontréal#6,5KM,00:25:46,M40-49
38,2015-06-07,CourseMECMontréal#4,5KM,00:32:05,M20-29
39,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:44:51,F40-44
40,2015-08-30,IronmanMuskoka,IRONMAN,11:48:19,M30-34
40,2015-07-26,IronmanCanada,INDIVIDUAL,11:48:33,M30-34
40,2015-06-21,Ironman70.3Mont-Tremblant,INDIVIDUEL,04:58:25,M30-34
40,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M30-34
45,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:21:33,M45-49
46,2015-09-27,LacoursedeFontainebleau,10KM,00:54:34,F50-59
46,2015-08-12,Le5kmEndurance,5KM,00:27:26,F50-59
46,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F50-54
46,2015-03-29,CourseetmarchepopulairesdeLaSalle,5KM,00:26:28,F50-59
47,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:18:21,F30-34
49,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:31:04,M40-44
50,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:53:51,M45-49
51,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:19:55,F25-29
54,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:34:13,F35-39
57,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:45:55,M30-34
62,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:22:33,M40-44
63,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:50:04,F30-34
66,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:43:26,M50-54
66,2015-06-13,TriathlonFBLDrummondville,TRIATHLONSPRINT,01:33:39,M50-54
67,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:52:22,F18-24
70,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:54:42,M25-29
71,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:47:36,M40-44
72,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:26:44,F35-39
72,2015-09-06,30kmsurlesrivesdeBoucherville,15KM,01:29:59,F30-39
73,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:49:56,M40-44
74,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:54:25,M25-29
75,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,03:45:33,M35-39
75,2015-08-23,Demi-MarathonBonnevilledeLachine,21.1KM,01:35:31,M30-39
77,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:50:23,F50-54
77,2015-06-07,CourseMECMontréal#4,10KM,00:52:42,F50-59
78,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:28:30,F35-39
79,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:38:11,M50-54
80,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,07:38:30,F50-54
87,2015-09-20,MarathonOasisRock'n'RolldeMontreal,10KM,01:07:35,F35-39
87,2015-04-25,Demi-MarathondesÉrables,DEMI-MARATHON,02:29:34,F30-39
88,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,5 km,00:54:26,F35-39
89,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:35:43,M30-34
90,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:34:42,M40-44
92,2015-04-26,BanqueScotia21KdeMontreal,DEMIMARATHON,02:09:49,M45-49
95,2015-09-20,MarathonOasisRock'n'RolldeMontreal,10KM,01:22:27,F30-34
95,2015-09-20,MarathonOasisRock'n'RolldeMontreal,10KM,00:58:45,F35-39
96,2015-09-20,ArmyRun-Coursedel'Armée,5KM,00:37:58,M55-59
99,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:43:50,M35-39
100,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:17:29,F45-49
103,2015-10-03,Cross-CountrySaint-LaurentSelect,6KM,00:27:30,M30-39
103,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M30-34
109,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:52:00,M50-54
109,2015-06-13,TriathlonFBLDrummondville,DUATHLON,01:27:16,M50-59
110,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:05:36,M18-24
112,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:49:14,F25-29
113,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:56:24,M35-39
114,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49
115,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:31:53,M35-39
117,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:40:50,M40-44
118,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:27:32,F18-24
119,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:42:45,M50-54
122,2015-09-20,MarathonOasisRock'n'RolldeMontreal,10KM,00:48:48,M30-34
124,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:07:51,F45-49
124,2015-05-09,Coursaprèsmoi,10KM,-1,F40-49
129,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:04:03,M45-49
129,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49
132,2015-09-06,30kmsurlesrivesdeBoucherville,15KM,01:34:39,F50-59
135,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:58:52,M25-29
136,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon,00:08:23,M13+
137,2015-10-04,Demi-marathondeGranby,21KM-COURSE,01:43:03,M30-39
137,2015-08-16,DEMI-MARATHONDESVERGERS,15KM,01:26:28,M30-39
137,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M35-39
138,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:56:24,M40-44
139,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:19:51,M60-64
140,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:33:01,F40-44
143,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:49:20,M18-24
144,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:09:20,M35-39
146,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:03:29,M25-29
147,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:05:53,M18-24
148,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:57:54,M50-54
151,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:00:12,M18-24
152,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,03:38:36,F18-24
153,2015-05-03,Demi-marathoninternationalOasisdeLévis,DEMI-MARATHON,-1,M40-49
154,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,06:00:50,M30-34
155,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:18:41,M25-29
156,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:34:39,F40-44
156,2015-09-06,30kmsurlesrivesdeBoucherville,15KM,01:27:56,F40-49
157,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:39:04,M45-49
158,2015-11-08,DEMI-MARATHONDESMICROBRASSERIES,10KM,00:59:55,M30-39
158,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,03:09:48,M30-34
161,2015-06-27,ToughmanTupperLakeTinman,SPRINTTRIATHLON,02:15:54,F20-29
162,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:58:49,F35-39
163,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,-1,M40-44
164,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:21:22,M50-54
166,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:12,M40-44
174,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:40:45,F45-49
175,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:28:48,M25-29
176,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:02:45,M40-44
177,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10 km,01:06:15,F25-29
178,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:40:57,M30-34
179,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon,00:05:21,F13+
180,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:58:56,M30-34
182,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:08:25,F50-54
184,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:32:49,M25-29
185,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:55:13,F40-44
188,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:15:44,M18-24
189,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,-1,M55-59
192,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
193,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:22:13,M40-44
195,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:17:38,M18-24
198,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:46:51,F40-44
200,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:14:15,M40-44
201,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10 km,01:25:45,M45-49
202,2015-02-15,DemiMarathonHypothermique,DEMIMARATHON,02:05:37,M50-59
203,2015-09-20,MarathonOasisRock'n'RolldeMontreal,10KM,00:56:42,M30-34
203,2015-02-22,Demi-marathondesglaces,DEMI-MARATHON,01:44:45,M20-29
204,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:07:21,M40-44
207,2015-10-18,DefiTourduLacBeauport,DÉFI12KMLECOUREURNORDIQUE,00:58:43,M40-49
207,2015-07-05,Ironman70.3Muskoka,OVERALL,05:56:30,M45-49
207,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49
209,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:28:19,F40-44
211,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:07:30,F18-24
213,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:52:17,M30-34
215,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:31:09,F50-54
217,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:28:19,M30-34
217,2015-04-25,Demi-MarathondesÉrables,30KM,03:15:42,M30-39
219,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:02:37,F35-39
221,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,06:21:26,M40-44
224,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:25:12,M40-44
226,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:28:13,M45-49
227,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:09:41,F35-39
227,2015-04-25,Demi-MarathondesÉrables,DEMI-MARATHON,02:11:28,F30-39
230,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:48:35,M25-29
232,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:14:20,M18-24
235,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:13:35,F25-29
236,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:42:41,F50-54
236,2015-08-23,Demi-MarathonBonnevilledeLachine,21.1KM,02:00:36,F50-59
239,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:58:03,M40-44
245,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:24:39,M18-24
247,2015-09-13,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,02:39:00,M40-44
248,2015-11-08,DEMI-MARATHONDESMICROBRASSERIES,21KM,02:03:07,F40-49
248,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:57:10,F40-44
249,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F25-29
250,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:12:14,F25-29
253,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:54:23,M45-49
254,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:51:46,M30-34
256,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:09:50,M40-44
257,2015-08-23,Demi-MarathonBonnevilledeLachine,21.1KM,01:59:27,F40-49
258,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,03:53:17,M50-54
259,2015-06-21,LAFOULÉEDESPARCS,1KM,00:06:28,M40-49
259,2015-06-21,LAFOULÉEDESPARCS,5KM,00:22:35,M40-49
261,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,06:40:33,F50-54
261,2015-05-03,BMOVancouverMarathon,MARATHON,05:48:53,F50-54
262,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:50:28,M45-49
265,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:01:55,M35-39
269,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:30:40,M25-29
270,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:17:30,M45-49
271,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:53:40,M30-34
272,2015-10-04,ClassiqueEmilie-Mondor,10KM,00:44:20,M30-39
272,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:01:01,M30-34
273,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:21:04,M55-59
274,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:04:26,M18-24
277,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:05:46,M50-54
278,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:18:08,M35-39
279,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:34:21,M40-44
281,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:22:17,M30-34
282,2015-10-04,MarathondeRIMOUSKI,MARATHON,03:16:56,M30-39
282,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M35-39
283,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:00:52,M18-24
284,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:57:36,F35-39
287,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:30:51,M40-44
290,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:44:13,M55-59
291,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:40:07,M50-54
292,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10 km,01:01:25,M60-64
297,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:41:28,M25-29
298,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:22:57,M35-39
299,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:13:10,F50-54
300,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:53:14,M25-29
302,2015-09-19,Ultra-TrailHarricanaduCanada(UTHC),28KM,02:46:36,M12-29
302,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M20-24
302,2015-04-26,BanqueScotia21KdeMontreal,DEMIMARATHON,01:21:55,M20-24
303,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:01:17,M50-54
303,2015-08-23,Demi-MarathonBonnevilledeLachine,21.1KM,01:57:41,M50-59
306,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:36:43,M35-39
308,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:36:40,M35-39
309,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:12:50,M35-39
311,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon,00:09:04,M13+
313,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:11:31,M40-44
314,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:11:35,M40-44
315,2015-08-16,IronmanMont-Tremblant,OVERALL,12:21:30,M30-34
315,2015-06-27,ToughmanTupperLakeTinman,TINMANTRIATHLON,05:16:37,M30-34
315,2015-05-03,GoodlifeFitnessTorontoMarathon,MARATHON,03:38:30,M30-34
315,2015-03-29,AroundtheBay30KRoadRace,30KM,02:26:52,M25-29
316,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:28:35,M40-44
318,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:47:32,M35-39
319,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,03:25:42,M40-44
320,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:14:52,M35-39
322,2015-10-11,DemimarathondeLongueuil,21KM,02:01:20,M30-39
322,2015-06-30,Coursed'unsoird'etedeLongueuil,10KM,01:17:01,M30-39
322,2015-02-15,DemiMarathonHypothermique,DEMIMARATHON,02:17:57,M30-39
323,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M35-39
323,2015-04-26,BanqueScotia21KdeMontreal,DEMIMARATHON,01:34:28,M35-39
323,2015-04-12,CourseSaint-Laurent,10KM,00:43:53,M30-39
324,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:41:52,F18-24
325,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10 km,01:07:13,M35-39
326,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:57:59,M40-44
330,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:46:27,M18-24
331,2015-08-23,TriathlonValleyfield,TRIATHLONOLYMPIQUE,02:49:45,M25-29
331,2015-08-04,RendezvousauDIX30,5KM,00:20:15,M20-29
331,2015-08-02,TriathlondeTerrebonne,DUATHLONSPRINT,01:18:27,M20-29
331,2015-06-21,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:49:59,M25-29
331,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M20-24
331,2015-04-26,BanqueScotia21KdeMontreal,DEMIMARATHON,01:39:22,M20-24
332,2015-11-01,Coursed'Oka,DEMIMARATHON,02:42:49,F40-49
332,2015-10-11,DemimarathondeLongueuil,10KM,01:05:49,F40-49
332,2015-10-04,MarathondeRIMOUSKI,5KM,00:33:51,F40-49
332,2015-07-12,CourseMECLongueuil#4,21.1KM,02:10:13,F40-49
332,2015-06-14,TourduLacBromeMerrell,20KM,02:02:59,F40-49
332,2015-05-31,COURSED’ÉTÉDESÎLESDEBOUCHERVILLE,DEMIMARATHON,02:30:31,F40-49
332,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F40-44
332,2015-05-17,Le21kmBoutiqueCourir,DEMIMARATHON,02:08:41,F40-49
332,2015-05-10,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,02:14:47,F40-49
332,2015-03-15,Letourdel'horloge,8KM,00:52:47,F40-49
332,2015-02-15,DemiMarathonHypothermique,DEMIMARATHON,02:35:28,F40-49
335,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:03:38,M40-44
337,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,03:19:19,M40-44
338,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:06:19,M55-59
339,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:20:32,M30-34
341,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,03:49:04,F35-39
342,2015-05-24,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M55-59
342,2015-05-23,TamarackOttawaRaceWeekend,OTTAWA5K,-1,M55-59
346,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:54:42,M25-29
348,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,02:27:17,F18-24
348,2015-07-11,TriathlonSaint-Lambert,TRIATHLONSPRINT,01:36:37,F20-24
349,2015-08-16,VertleRaid-XCdelaVallee,TRANS-VALLEE,10:11:05,M30-39
349,2015-08-16,VertleRaid-XCdelaVallee,21KM,02:53:34,M30-39
349,2015-08-15,VertleRaid-XCdelaVallee,35KM,06:14:33,M30-39
349,2015-08-14,VertleRaid-XCdelaVallee,10KMDENUIT,01:03:00,M30-39
349,2015-04-26,BanqueScotia21KdeMontreal,DEMIMARATHON,01:37:01,M30-34
351,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:14:53,M25-29
353,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,07:38:39,F18-24
355,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,04:56:59,M45-49
356,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:51:05,M35-39
359,2015-10-04,ClassiqueEmilie-Mondor,EXTREME8,00:46:31,M30-39
359,2015-10-04,ClassiqueEmilie-Mondor,10KM,00:53:37,M30-39
359,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:36:36,M35-39
360,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:52:56,M30-34
361,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,10 km,01:01:06,M30-34
362,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:34:36,M25-29
365,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:21:23,M18-24
366,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,5 km,01:00:46,F45-49
369,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:59:12,M30-34
371,2015-11-08,DEMI-MARATHONDESMICROBRASSERIES,21KM,01:46:12,M40-49
371,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:51:54,M45-49
371,2015-04-25,Demi-MarathondesÉrables,DEMI-MARATHON,01:49:30,M40-49
373,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:21:41,F55-59
374,2015-11-08,DEMI-MARATHONDESMICROBRASSERIES,21KM,01:44:43,M40-49
374,2015-09-20,MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON,01:42:32,M40-44
375,2015-06-07,GrandPrixCyclisteGatineau,MEDIOFONDOGATINEAU69KM,02:13:32,M30-39
379,2015-09-20,MarathonOasisRock'n'RolldeMontreal,MARATHON,05:58:35,M55-59
379,2015-08-23,Demi-MarathonBonnevilledeLachine,10KM,01:19:31,M50-59
379,2015-06-13,TriathlonFBLDrummondville,TRIATHLONOLYMPIQUE-OUVERT,03:20:53,M55-59
